form,root,to_derive,to_translate,word,context,lgg,trs_direct,trs_context,trs_dbl_trans,to_check,word_type,end_class
v,post,yes,yes,posts,it posts a new article,sn,mbiru,izvozvo Posts imwe nyaya itsva,posts,XXX,core,other
n,post,yes,yes,posts,start writing your posts,sn,mbiru,tanga kunyora mapikicha,posts,XXX,core,other
v,propagate,yes,yes,propagate,propagate your website,sn,kuparadzira,hunopararira website yako,spreading,XXX,attr,other
v,propagate,yes,yes,propagated,domain is propagated,sn,inoparadzirwa,inotongwa ari inoparadzirwa,Scattered,,attr,other
v,propagate,yes,yes,propagates,it propagates your website,sn,propagates,izvozvo propagates website yako,propagates,,attr,other
v,propagate,yes,yes,propagating,propagating your website,sn,pakuwanza,pakuwanza website yako,propagating,,attr,other
n,propagate,yes,yes,propagation,website and domain propagation,sn,kupararira,Website uye inotongwa kupararira,spread,,attr,other
v,purchase,yes,yes,purchase,purchase this domain,sn,tenga,kutenga inotongwa ichi,buy,,attr,sale
n,purchase,yes,yes,purchase,the owners purchase websites,sn,tenga,varidzi kutenga Websites,buy,,attr,sale
v,purchase,yes,yes,purchased,domain is purchased by you,sn,yakatengwa,inotongwa ari waakatenga iwe,purchased,XXX,attr,sale
n,purchase,yes,yes,purchaser,the purchaser of website is happy,sn,anotenga,anotenga website anofara,buys,,attr,sale
n,purchase,yes,yes,purchasers,the purchasers of website are happy,sn,purchasers,ari purchasers website vanofara,purchasers,,attr,sale
v,purchase,yes,yes,purchases,owner purchases websites,sn,kutenga,muridzi kutenga Websites,to buy,,attr,sale
n,purchase,yes,yes,purchases,the owner purchases websites,sn,kutenga,muridzi kutenga Websites,to buy,,attr,sale
v,purchase,yes,yes,purchasing,purchasing a website is good,sn,rokutenga,kutenga Website zvakanaka,purchase,XXX,attr,sale
v,register,yes,yes,register,register your domain here,sn,nyoresa,kunyoresa soumambo wako pano,register,,attr,reserved
n,register,yes,yes,register,website register is available,sn,nyoresa,Website remazita inowanika,register,XXX,attr,reserved
v,register,yes,yes,registered,domain is registered here,sn,vakanyorwa,inotongwa rinonyoreswa pano,registered,XXX,attr,reserved
v,register,yes,yes,registering,it is registering at your company,sn,kunyoresa,zviri pamutemo pane boka rako,registration,XXX,attr,reserved
v,register,yes,yes,registers,website registers at your company,sn,zvenhoroondo,Website evoruzhinji panguva boka rako,history,XXX,attr,reserved
n,register,yes,yes,registration,domain registration is cheap,sn,kunyoresa,inotongwa kunyoresa husingakoshi,registration,,attr,reserved
n,register,yes,yes,registrations,domain registrations are cheap,sn,Kunyoresa,inotongwa Kunyoresa vari zvakachipa,registration,,attr,reserved
n,register,yes,yes,registries,website registries are available,sn,registries,Website registries dziripo,registries,,attr,reserved
n,register,yes,yes,registry,website registry is available,sn,yokunyoresa,Website yokunyoresa inowanika,to register,,attr,reserved
n,reserve,yes,yes,reservation,the reservation of a domain is cheap,sn,kuchengetedza,kuti nzvimbo imwe nzvimbo husingakoshi,conservation,XXX,attr,reserved
v,reserve,yes,yes,reserve,reserve your domain,sn,chengetedza,kuchengetera soumambo yako,protect,XXX,attr,reserved
v,reserve,yes,yes,reserved,domain is reserved,sn,reserved,inotongwa Makaichengeterwa,Reserved,XXX,attr,reserved
v,reserve,yes,yes,reserves,he reserves a domain,sn,reserves,iye kwakachengetwa imwe nzvimbo,reserves,XXX,attr,reserved
v,reserve,yes,yes,reserving,reserving a domain,sn,nzvimbo,nzvimbo inotongwa,location,,attr,reserved
n,sale,yes,yes,sale,websites are for sale,sn,sero,Websites vari Sale,sale,XXX,attr,sale
n,sale,yes,yes,sales,websites are for sales,sn,okutengesa,Websites dziri rokutengesa,sales,,attr,sale
v,site,yes,yes,site,your new internet site is ready,sn,nzvimbo,itsva paIndaneti wako agadzirira,location,XXX,core,other
v,site,yes,yes,sites,your new internet sites are ready,sn,nzvimbo,yako itsva paIndaneti zvagadzirwa,location,XXX,core,other
v,suspend,yes,yes,suspend,we suspend your website,sn,misa,isu misa website yako,penalize,,attr,blocked
v,suspend,yes,yes,suspended,website is suspended,sn,yakaturikwa,Website iri yakaturikwa,hangs,,attr,blocked
v,suspend,yes,yes,suspending,suspending of website is definitive,sn,Achiturika,kumbomira website iri zvachose,Hanging,XXX,attr,blocked
v,suspend,yes,yes,suspends,he suspends his website,sn,unorembedza,iye unorembedza Website ake,suspends,,attr,blocked
n,suspend,yes,yes,suspension,website suspension is possible,sn,kuturika,Website kuturika zvinogoneka,suspension,,attr,blocked
n,suspend,yes,yes,suspensions,domain suspensions are possible,sn,suspensions,inotongwa suspensions zvinobvira,suspensions,,attr,blocked
v,take,yes,yes,take,take a new web domain,sn,tora,tora mutsva padandemutande soumambo,take up,,attr,other
v,take,yes,yes,taken,domain is taken,sn,akatorwa,inotongwa rakundwa,the Line,XXX,attr,other
v,take,yes,yes,takes,it takes your domain,sn,zvinotora,zvinotora soumambo yako,it takes,,attr,other
v,take,yes,yes,taking,taking your new website,sn,kupinza,achitora website yako itsva,sharper,XXX,attr,other
v,take,yes,yes,took,took your website,sn,vakatora,akatora website yako,took,XXX,attr,other
a,unavailable,yes,yes,unavailable,website is unavailable,sn,isina,Website ndiyo isina,free,,attr,other
v,undergo,yes,yes,undergo,undergo a website improvement,sn,vanosangana,rakagara Website kuvandudza,they met,XXX,attr,other
v,undergo,yes,yes,undergoes,website undergoes improvements,sn,kaviri,Website kaviri kuvandudza,twice,,attr,other
v,undergo,yes,yes,undergoing,development of website is undergoing,sn,uchisangana,budiriro website ari kuwana,meeting,XXX,attr,other
v,undergo,yes,yes,undergone,website has undergone an improvement,sn,inini,Website kwave kuchiita kuvandudzika,aunt,XXX,attr,other
v,undergo,yes,yes,underwent,website underwent an improvement,sn,hweuprofita,Website ndavhiyiwa kuvandudzika,prophecies,XXX,attr,other
v,upload,yes,yes,upload,upload your website,sn,Upload,Upload website yako,Upload,,attr,starter
n,website,yes,yes,website,this internet website is great,sn,Website,ichi paIndaneti Website mukuru,website,,core,other
n,website,yes,yes,websites,these internet websites are great,sn,Websites,izvi Indaneti Websites vari mukuru,Websites,,core,other
a,acquire,yes,yes,acquirable,domain is acquirable,so,acquirable,domain waa acquirable,acquirable,,attr,sale
v,acquire,yes,yes,acquire,aquire a website,so,wareegi,aquire website a,round,XXX,attr,sale
v,acquire,yes,yes,acquired,website is acquired,so,helay,website waxaa helay,found,,attr,sale
n,acquire,yes,yes,acquirer,the acquirer of this website is happy,so,acquirer,acquirer ee website-kan uu ku faraxsan yahay,acquirer,,attr,sale
v,acquire,yes,yes,acquires,it acquires your domain,so,keensataa,waxay keensataa aad domain,acquires,,attr,sale
v,acquire,yes,yes,acquiring,acquiring a website,so,isuna,isuna website a,acquiring,,attr,sale
n,acquire,yes,yes,acquisition,acquisition of website is free,so,afku,qalabaynta website waa lacag la'aan,acquisition,XXX,attr,sale
n,acquire,yes,yes,acquisitions,website acquisitions for free,so,qaniimooyin,qaniimooyin website for free,acquisitions,,attr,sale
a,authorized,yes,yes,authorized,website is not authorized,so,idman,website aan la oggol yahay,authorized,XXX,attr,other
a,available,yes,yes,available,website is available,so,la heli karo,waxaa laga heli karaa website,available,XXX,attr,other
n,available,yes,yes,availableness,availableness is not guaranteed,so,availableness,availableness inuusan meel u saarneyn,availableness,,attr,other
v,block,yes,yes,block,block your website,so,block,xannibi aad website,block,XXX,attr,blocked
v,block,yes,yes,blocked,website is blocked,so,xidhmey,website laga xannibo,blocked,XXX,attr,blocked
v,block,yes,yes,blocking,blocking your website,so,furid,xanibeen aad website,to divorce,XXX,attr,blocked
v,buy,yes,yes,bought,domain is bought,so,iibsaday,domain iibsaday,bought,,attr,sale
v,buy,yes,yes,buy,buy this domain,so,buy,iibsan domain this,Buy,XXX,attr,sale
n,buy,yes,yes,buy,a buy of domain is good,so,buy,buy ah domain waa wanaagsan yahay,Buy,,attr,sale
n,buy,yes,yes,buyer,the website buyer is happy,so,iibsadaha,website helana uu ku faraxsan yahay,buyer,XXX,attr,sale
n,buy,yes,yes,buyers,the website buyers are happy,so,iibsada,ka iibsada website ku faraxsan yihiin,buyers,,attr,sale
v,buy,yes,yes,buying,you are buying this website,so,gadashada,aad iibsaneyso website this,purchase,XXX,attr,sale
v,buy,yes,yes,buys,owner buys websites,so,Iibsaday,Oo Iibsaday Milkiilaha websites,Buy,,attr,sale
v,censor,yes,yes,censor,how to censor a website,so,faaf,sida inay faafreeb website a,censor,,attr,blocked
v,censor,yes,yes,censored,website is censored,so,tixan,website waxaa tixan,listed,,attr,blocked
v,censor,yes,yes,censoring,court is censoring this website,so,haayado,maxkamadda waxaa jira haayado ay website this,Agencies,,attr,blocked
v,come,yes,yes,coming,website is coming soon,so,socda,website waxaa ugu dhaqsaha badan soo socda,current,,other,other
v,construct,yes,yes,construct,how to construct a website,so,dhisida,sida loo dhiso website a,building,XXX,attr,construction
n,construct,yes,yes,construct,a construct of website is great,so,dhisida,dhisida ka mid ah website waa weyn,building,,attr,construction
v,construct,yes,yes,constructed,website is constructed,so,dhisay,website waxaa dhisay,built,,attr,construction
v,construct,yes,yes,constructing,constructing a website,so,dhismaha,dhismaha website a,building,,attr,construction
n,construct,yes,yes,construction,website is under construction,so,dhismaha,website ka yar yahay dhismaha,building,,attr,construction
n,construct,yes,yes,constructions,constructions of a website,so,dhismaha,dhismaha of website a,building,,attr,construction
n,construct,yes,yes,constructor,the website constructor is busy,so,constructor,website constructor waa mashquul,constructor,,attr,construction
n,construct,yes,yes,constructors,website constructors are busy,so,constructors,constructors website mashquul yihiin,constructors,,attr,construction
v,construct,yes,yes,constructs,it constructs a website,so,dhista,waxaa dhista website a,Build,,attr,construction
v,create,yes,yes,create,create your website,so,abuuro,abuuro website,create,,attr,starter
v,create,yes,yes,created,website is created with you,so,abuuray,website loo abuuray in aad la,created,,attr,starter
v,create,yes,yes,creates,he creates his website,so,abuuraa,ayuu abuuraa uu website,creates,,attr,starter
v,create,yes,yes,creating,creating your website is good,so,abuuraya,abuuro website waa wanaagsan yahay,creating,XXX,attr,starter
n,create,yes,yes,creation,creation of a website is free,so,abuuridda,Abuuridda of website a waa lacag la'aan,creation,XXX,attr,starter
n,create,yes,yes,creator,creator of the website has not finished yet,so,abuure,Abuuraha bogga internetka ee aan dhammeeyey weli,creator,XXX,attr,starter
n,create,yes,yes,creators,creator of the website have not finished yet,so,abuureyaal,Abuuraha bogga internetka ee aan weli ku dhameysatay,creators,XXX,attr,starter
v,default,yes,yes,default,how to default a website,so,default,sida loo fulin waaya website a,default,XXX,attr,other
n,default,yes,yes,default,this website is a default,so,default,website this waa default ah,default,,attr,other
v,default,yes,yes,defaulted,website is defaulted to this page,so,defaulted,website waxaa defaulted in this page,defaulted,,attr,other
n,default,yes,yes,defaults,these websites are defaults,so,la bixin kari,websites kuwanu waa la bixin kari,defaults,,attr,other
v,delete,yes,yes,delete,delete your website,so,tirtirto,tirtirto aad website,delete,,attr,expired
v,delete,yes,yes,deleted,website is deleted,so,tirtiray,website waa la tirtiray,deleted,,attr,expired
v,delete,yes,yes,deletes,it deletes your page,so,tirtirtaa,waxay tirtirtaa aad page,deletes,,attr,expired
v,delete,yes,yes,deleting,deleting your website,so,takhalusid,tirka aad website,Deleting,XXX,attr,expired
v,develop,yes,yes,develop,owners develop website,so,horumarinta,Milkiilayaasha horumarinta website,development,,attr,other
v,develop,yes,yes,developed,website is developed,so,horumariyo,website horumarsan,improve,XXX,attr,other
n,develop,yes,yes,developer,developer is programming,so,sameeysa,sameeysa waa barnaamij,maker,,attr,other
n,develop,yes,yes,developers,developers are programming websites,so,horumarinta,horumarinta waxaa barnaamijyadooda websites,development,,attr,other
v,develop,yes,yes,developing,website is developing the website,so,horumarinta,website horumar website-ka,development,XXX,attr,other
n,develop,yes,yes,developing,developing your website is good,so,horumarinta,soo koraya aad website waa wanaagsan yahay,development,XXX,attr,other
n,develop,yes,yes,development,page under development,so,horumarin,page horumarinta,improvements,,attr,other
n,develop,yes,yes,developments,developments are ongoing,so,horumar,horumar ka socda,evolution,,attr,other
v,develop,yes,yes,develops,owner develops website,so,horumarisa,Milkiilaha website horumarisa,develops,,attr,other
v,display,yes,yes,display,display your new website,so,bandhigay,soo bandhigaan website cusub,display,XXX,attr,other
v,display,yes,yes,displayed,this page is displayed automatically,so,bandhigay,this page waxaa si toos ah soo bandhigay,display,,attr,other
v,display,yes,yes,displaying,this page is displaying a new website,so,bandhigeen,this page waxaa soo bandhigeen website cusub,displayed,,attr,other
v,display,yes,yes,displays,this page displays a new website,so,qaab,this page bandhigayaa website cusub,structure,XXX,attr,other
n,display,yes,yes,displays,this page displays a new website,so,qaab,this page bandhigayaa website cusub,structure,XXX,attr,other
n,domain,yes,yes,domain,this internet domain is great,so,domain,domain internet waa weyn,domain,,core,other
n,domain,yes,yes,domains,these internet domains are great,so,domains,domains internet kuwanu waa weyn,domains,,core,other
v,establish,yes,yes,establish,establish your website,so,Ooga,la dhiso website,ooga,XXX,attr,other
v,establish,yes,yes,established,website is established by us,so,aasayay,website dhismay waa noo by,established,XXX,attr,other
v,establish,yes,yes,establishes,it establishes websites,so,dhiso,waxa uu abuurayaa websites,building,XXX,attr,other
v,establish,yes,yes,establishing,establishing your website,so,asaasidda,sameynta website,establishing,XXX,attr,other
n,establish,yes,yes,establishment,website establishment for free,so,aasaaska,aasaaska website for free,foundation,,attr,other
n,expire,yes,yes,expiration,expiration is reached,so,dhacayo,dhicitaanka la gaaro,in,XXX,attr,expired
v,expire,yes,yes,expire,websites expire soon,so,dhacaya,websites ugu dhakhsaha badan uu dhacayo,in,XXX,attr,expired
v,expire,yes,yes,expired,websites is expired,so,dhacay,websites waxaa dhacay,in,,attr,expired
v,expire,yes,yes,expires,website expires soon,so,dhacayo,website ugu dhakhsaha badan uu dhacayo,in,,attr,expired
v,expire,yes,yes,expiring,website is expiring soon,so,dhacayo,website waxaa ugu dhaqsaha badan dhacayo,in,,attr,expired
r,first,yes,yes,first,this is your first article,so,horeysay,tanu waa article ugu horeeyay,first,XXX,attr,starter
v,generate,yes,yes,generate,algorithms generate automatically,so,dhalin,algorithms si toos ah dhalin,young,,attr,other
v,generate,yes,yes,generated,page is generated automatically,so,ahbaa,page waxaa si toos ah ahbaa,generated,,attr,other
v,generate,yes,yes,generates,algorithm generates automatically,so,abuuraa,geynta si toos ah abuuraa,creates,,attr,other
v,generate,yes,yes,generating,algorithm is generating automatically,so,dhalin,geynta guud ahaan waxaa si toos ah,young,XXX,attr,other
n,generate,yes,yes,generation,page generation is automatic,so,Qarni,page qarnigan waa automatic,generations,XXX,attr,other
n,generate,yes,yes,generator,a page generator is provided,so,matoor,page matoor waxaa la siiyaa,generator,,attr,other
n,generate,yes,yes,generators,page generators are available,so,matoorrada,page matoorrada waxaa laga heli karaa,generators,,attr,other
v,link,yes,yes,link,link your domain to a website,so,link,link aad domain in website a,link,,attr,other
n,link,yes,yes,linkage,linkage of websites and domain,so,xirid,xirid of websites iyo domain,close,,attr,other
v,link,yes,yes,linked,domain is linked to a website,so,lala,domain ku xidhan yahay website a,with,XXX,attr,other
v,link,yes,yes,linking,linking your domain to a website,so,xiriirinaya,xiriirinaya aad domain in website a,Football,,attr,other
v,link,yes,yes,links,it links a website to a domain,so,links,waxaa xidha website a in domain ah,links,XXX,attr,other
v,maintain,yes,yes,maintain,maintain your website,so,ilaaliyaan,joogteyso website,protect,XXX,attr,construction
v,maintain,yes,yes,maintained,website is maintained,so,hayo,website la hayo,available,,attr,construction
n,maintain,yes,yes,maintainer,the maintainer is busy,so,ilaalin,ilaalin waa mashquul,protection,,attr,construction
n,maintain,yes,yes,maintainers,the maintainers are busy,so,Fadilida,Fadilida ku mashquul yihiin,given one over,,attr,construction
v,maintain,yes,yes,maintaining,the owner is maintaining this website,so,dayactirka,milkiilaha waxaa dayactirka website this,repairs,,attr,construction
n,maintain,yes,yes,maintenance,website is under maintenance,so,dayactirka,website ka yar yahay dayactirka,repairs,,attr,construction
n,maintain,yes,yes,maintenances,maintenances are done,so,maintenances,maintenances waxaa lagu sameeyey,maintenances,,attr,construction
v,open,yes,yes,opened,domain is opened by you,so,furay,domain la furay aad by,opened,,attr,other
v,open,yes,yes,opening,website is opening soon,so,furitaanka,website waxaa ugu dhaqsaha badan ay furan yihiin,opening,XXX,attr,other
v,own,yes,yes,own,they own this website,so,gaar ah,waxay leedahay website this,special,XXX,attr,reserved
v,own,yes,yes,owned,this website is owned by you,so,leedahay,website this waxaa iska leh aad by,has,XXX,attr,reserved
n,own,yes,yes,owner,the owner of this domain,so,milkiilaha,milkiilaha domain this,owner,,attr,reserved
n,own,yes,yes,owners,the owners of this domain,so,milkiilayaasha,milkiilayaasha domain this,owners,,attr,reserved
n,own,yes,yes,ownership,ownership of a website,so,lahaanshaha,lahaanshaha website a,ownership,,attr,reserved
n,own,yes,yes,ownerships,ownerships of a website,so,ownerships,ownerships of website a,ownerships,,attr,reserved
v,own,yes,yes,owning,owning a website,so,lahaanshaha,lahaanshaha website a,ownership,,attr,reserved
v,own,yes,yes,owns,the man owns this website,so,leh,ninka iska leh website this,with,,attr,reserved
v,page,yes,yes,page,this is a new website page,so,page,tani waa website cusub oo bogga,page,XXX,core,other
v,page,yes,yes,paged,this website is not paged yet,so,beej,waa website this aan weli loo beej,Reload,,core,other
v,page,yes,yes,pages,add your pages to this website,so,pages,ku dar bogag si aad u website this,pages,XXX,core,other
v,park,yes,yes,park,to park a domain,so,park,si ay u dhigan domain ah,park,XXX,attr,other
v,park,yes,yes,parked,domain is parked,so,la dhigay,domain waxaa la dhigay,set,,attr,other
v,park,yes,yes,parking,this website is a parking page,so,la dhigto,website this page waa la dhigto a,park,,attr,other
v,post,yes,yes,post,post your first article,so,post,boostada aad article ugu horeeyay,post,XXX,core,other
n,post,yes,yes,post,this is a first post on this page,so,post,tani waa post a first on this page,post,,core,other
v,post,yes,yes,posted,this page is posted automatically,so,posted,this page waxaa si toos ah posted,posted,,core,other
v,post,yes,yes,posting,posting on this page is nice,so,dhajiyay,dhajinta on this page waa nice,posted,XXX,core,other
v,post,yes,yes,posts,it posts a new article,so,posts,waxaa dhejisaa article cusub,posts,XXX,core,other
n,post,yes,yes,posts,start writing your posts,so,posts,bilaabaan qoraal posts aad,posts,,core,other
v,propagate,yes,yes,propagate,propagate your website,so,dacaayad,dacaayad aad website,propaganda,,attr,other
v,propagate,yes,yes,propagated,domain is propagated,so,faafin,domain waxaa faafin,spread,,attr,other
v,propagate,yes,yes,propagates,it propagates your website,so,kobciya,waxa kobciya aad website,propagates,,attr,other
v,propagate,yes,yes,propagating,propagating your website,so,faafinayeen,faafinayeen aad website,propagating,,attr,other
n,propagate,yes,yes,propagation,website and domain propagation,so,faafinta,website iyo domain faafinta,spread,,attr,other
v,purchase,yes,yes,purchase,purchase this domain,so,gadashada,iibsato domain this,purchase,XXX,attr,sale
n,purchase,yes,yes,purchase,the owners purchase websites,so,gadashada,milkiilayaasha iibsato websites,purchase,XXX,attr,sale
v,purchase,yes,yes,purchased,domain is purchased by you,so,iibsaday,domain waxaa soo iibsatay aad by,bought,XXX,attr,sale
n,purchase,yes,yes,purchaser,the purchaser of website is happy,so,iibsadaha,iibsadaha ee website ku faraxsan yahay,buyer,,attr,sale
n,purchase,yes,yes,purchasers,the purchasers of website are happy,so,iibsade,ka purchasers ee website ku faraxsan yihiin,buyer,XXX,attr,sale
v,purchase,yes,yes,purchases,owner purchases websites,so,gadashada,Milkiilaha iibsadaan websites,purchase,XXX,attr,sale
n,purchase,yes,yes,purchases,the owner purchases websites,so,gadashada,milkiilaha gadashada websites,purchase,,attr,sale
v,purchase,yes,yes,purchasing,purchasing a website is good,so,wax iibsiga,iibsiga website a waa wanaagsan yahay,shopping,XXX,attr,sale
v,register,yes,yes,register,register your domain here,so,diiwaan,diiwaangeliso domain halkan,record,,attr,reserved
n,register,yes,yes,register,website register is available,so,diiwaan,website diiwaanka waxaa laga heli,record,,attr,reserved
v,register,yes,yes,registered,domain is registered here,so,diiwaan gashan,domain waxaa halkan ka diiwaan gashan,registered,,attr,reserved
v,register,yes,yes,registering,it is registering at your company,so,diiwaangelinta,waxaa la diiwaan at shirkadda,registration,XXX,attr,reserved
v,register,yes,yes,registers,website registers at your company,so,diiwaanka,diiwaanka website at shirkadda,records,,attr,reserved
n,register,yes,yes,registration,domain registration is cheap,so,diiwaangelinta,diiwaangelinta domain waa raqiis ah,registration,,attr,reserved
n,register,yes,yes,registrations,domain registrations are cheap,so,diiwaangelinta,diiwaangelinta domain waa raqiis ah,registration,,attr,reserved
n,register,yes,yes,registries,website registries are available,so,diiwaannada,diiwaannada website waxaa laga heli karaa,records,,attr,reserved
n,register,yes,yes,registry,website registry is available,so,diiwaanka,website diiwaanka waxaa laga heli karaa,records,,attr,reserved
n,reserve,yes,yes,reservation,the reservation of a domain is cheap,so,Boos,Boos ee domain ah waa raqiis ah,Reserved,,attr,reserved
v,reserve,yes,yes,reserve,reserve your domain,so,reserve,leenahay aad domain,reserve,XXX,attr,reserved
v,reserve,yes,yes,reserved,domain is reserved,so,rights reserved,domain loo celiyey,configure,XXX,attr,reserved
v,reserve,yes,yes,reserves,he reserves a domain,so,kaydka,wuxuu kaydsadaa domain ah,stock,XXX,attr,reserved
v,reserve,yes,yes,reserving,reserving a domain,so,U kaydinta,kaydin domain ah,Reserving,XXX,attr,reserved
n,sale,yes,yes,sale,websites are for sale,so,sale,websites waa iib,sale,XXX,attr,sale
n,sale,yes,yes,sales,websites are for sales,so,iibka,websites waxaa loogu talagalay iibka,sales,,attr,sale
v,site,yes,yes,site,your new internet site is ready,so,site,your site internet oo cusub ayaa diyaar u ah,site,,core,other
v,site,yes,yes,sites,your new internet sites are ready,so,sites,aad goobaha internet-cusub ayaa u diyaar ah,sites,XXX,core,other
v,suspend,yes,yes,suspend,we suspend your website,so,laasho,waxaan joojiso website,suspend,XXX,attr,blocked
v,suspend,yes,yes,suspended,website is suspended,so,ganaax,website uu ganaax ku maqan,suspended,,attr,blocked
v,suspend,yes,yes,suspending,suspending of website is definitive,so,laga joojiyey,xannibo of website waa kama dambays,suspended,XXX,attr,blocked
v,suspend,yes,yes,suspends,he suspends his website,so,hakisay,ayuu hakisay uu website,suspended,,attr,blocked
n,suspend,yes,yes,suspension,website suspension is possible,so,ganaax,website ganaax waa suurto gal,suspended,,attr,blocked
n,suspend,yes,yes,suspensions,domain suspensions are possible,so,hakinta,hakinta domain waa u suurtoobaan,suspension,,attr,blocked
v,take,yes,yes,take,take a new web domain,so,qaado,qaadan domain ah web cusub,take,XXX,attr,other
v,take,yes,yes,taken,domain is taken,so,qaadi,domain waa la qabsaday,take,XXX,attr,other
v,take,yes,yes,takes,it takes your domain,so,qaadataa,waxa ay qaadataa aad domain,takes,,attr,other
v,take,yes,yes,taking,taking your new website,so,Qaadashadooda,qaadashada website cusub,taking,XXX,attr,other
v,take,yes,yes,took,took your website,so,qaaday,markaan idinka website,the,XXX,attr,other
a,unavailable,yes,yes,unavailable,website is unavailable,so,aheyn,website maqan yahay,not,XXX,attr,other
v,undergo,yes,yes,undergo,undergo a website improvement,so,mari,mari website horumar,through,,attr,other
v,undergo,yes,yes,undergoes,website undergoes improvements,so,Qaliin,Oo Qaliin website horumar,Surgeons,,attr,other
v,undergo,yes,yes,undergoing,development of website is undergoing,so,marista,horumarinta website tijaabada,traffic,XXX,attr,other
v,undergo,yes,yes,undergone,website has undergone an improvement,so,lagu sameeyay,website uu leeyahay sameeyay horumar,conducted,XXX,attr,other
v,undergo,yes,yes,underwent,website underwent an improvement,so,maray,website maray horumar,the,,attr,other
v,upload,yes,yes,upload,upload your website,so,Upload,geliyaan aad website,upload,XXX,attr,starter
n,website,yes,yes,website,this internet website is great,so,website,website this internet waa weyn,website,,core,other
n,website,yes,yes,websites,these internet websites are great,so,websites,websites internet kuwanu waa weyn,websites,,core,other
a,acquire,yes,yes,acquirable,domain is acquirable,sq,acquirable,domeni është acquirable,acquirable,,attr,sale
v,acquire,yes,yes,acquire,aquire a website,sq,fitojnë,e ofrimit të një faqe interneti,earn,XXX,attr,sale
v,acquire,yes,yes,acquired,website is acquired,sq,fituar,website është fituar,won,,attr,sale
n,acquire,yes,yes,acquirer,the acquirer of this website is happy,sq,blerësi,blerësi i kësaj faqe interneti është i lumtur,buyer,,attr,sale
v,acquire,yes,yes,acquires,it acquires your domain,sq,fiton,ajo merr domain tuaj,win,XXX,attr,sale
v,acquire,yes,yes,acquiring,acquiring a website,sq,përvetësuar,blerjen e një faqe interneti,appropriated,XXX,attr,sale
n,acquire,yes,yes,acquisition,acquisition of website is free,sq,përvetësim,Blerja e internetit është i lirë,embezzlement,XXX,attr,sale
n,acquire,yes,yes,acquisitions,website acquisitions for free,sq,blerjet,blerjet faqen e internetit për të lira,purchases,,attr,sale
a,authorized,yes,yes,authorized,website is not authorized,sq,i autorizuar,website nuk është i autorizuar,authorized,,attr,other
a,available,yes,yes,available,website is available,sq,në dispozicion,Faqja e internetit është në dispozicion,available,,attr,other
n,available,yes,yes,availableness,availableness is not guaranteed,sq,availableness,availableness nuk është i garantuar,availableness,,attr,other
v,block,yes,yes,block,block your website,sq,bllok,bllokojnë faqen tuaj te internetit,block,,attr,blocked
v,block,yes,yes,blocked,website is blocked,sq,i bllokuar,Faqja e internetit është bllokuar,blocked,XXX,attr,blocked
v,block,yes,yes,blocking,blocking your website,sq,bllokimi,bllokuar faqen tuaj te internetit,blocking,XXX,attr,blocked
v,buy,yes,yes,bought,domain is bought,sq,bleu,domain është blerë,bought,XXX,attr,sale
v,buy,yes,yes,buy,buy this domain,sq,Blej,blerë këtë domain,buy,XXX,attr,sale
n,buy,yes,yes,buy,a buy of domain is good,sq,Blej,një blej i domain është e mirë,buy,XXX,attr,sale
n,buy,yes,yes,buyer,the website buyer is happy,sq,blerës,Faqja e internetit blerësi është i lumtur,shopper,,attr,sale
n,buy,yes,yes,buyers,the website buyers are happy,sq,blerësit,blerësit e internetit janë të lumtur,buyers,,attr,sale
v,buy,yes,yes,buying,you are buying this website,sq,blerje,ju jeni duke blerë këtë faqe interneti,purchase,XXX,attr,sale
v,buy,yes,yes,buys,owner buys websites,sq,blen,blen pronar faqet e internetit,buys,,attr,sale
v,censor,yes,yes,censor,how to censor a website,sq,censor,Si për të censuruar një faqe interneti,censor,XXX,attr,blocked
v,censor,yes,yes,censored,website is censored,sq,censuruar,website është censuruar,censored,,attr,blocked
v,censor,yes,yes,censoring,court is censoring this website,sq,Censurimi,gjykata është Censurimi këtë faqe interneti,censoring,,attr,blocked
v,come,yes,yes,coming,website is coming soon,sq,që vjen,Faqja e internetit po vjen së shpejti,that comes,XXX,other,other
v,construct,yes,yes,construct,how to construct a website,sq,konstrukt,Si për të ndërtuar një website,construct,XXX,attr,construction
n,construct,yes,yes,construct,a construct of website is great,sq,konstrukt,një konstrukt i internetit është e madhe,construct,,attr,construction
v,construct,yes,yes,constructed,website is constructed,sq,ndërtuara,website është ndërtuar,constructed,XXX,attr,construction
v,construct,yes,yes,constructing,constructing a website,sq,ndërtimin,ndërtimin e një faqe interneti,building,,attr,construction
n,construct,yes,yes,construction,website is under construction,sq,ndërtim,website është në ndërtim e sipër,construction,,attr,construction
n,construct,yes,yes,constructions,constructions of a website,sq,ndërtimet,ndërtimet e një faqe interneti,constructions,,attr,construction
n,construct,yes,yes,constructor,the website constructor is busy,sq,konstruktor,Faqja e internetit konstruktori është i zënë,constructor,,attr,construction
n,construct,yes,yes,constructors,website constructors are busy,sq,Constructors,ndërtuesit e internetit janë të zënë,Constructors,XXX,attr,construction
v,construct,yes,yes,constructs,it constructs a website,sq,konstruktet,ajo ndërton një faqe interneti,constructs,XXX,attr,construction
v,create,yes,yes,create,create your website,sq,krijoj,të krijuar faqen tuaj te internetit,brew,XXX,attr,starter
